;clean_tw;tw_text
1955;number month ago expect win south carolin cruz yet landslid everi group categori win;A number of months ago, I was not expected to win South Carolina,Ted Cruz was, and yet I won in a landslide - every group and category. WIN!
1956;nevada way votetrumpnv trump caucu locat;"""@EricTrump: Nevada we are on our way! #VoteTrumpNV #Trump2016 Caucus locator: URLi URLi"""
1957;la vega best hotel far trump intern work wonder team volunt win nevada;I am in Las Vegas, at the best hotel (by far), Trump International. I will be working with my wonderful teams and volunteers to WIN Nevada!
1958;reason ted cruz lost evangel sc world class liar evangel like liar;The reason that Ted Cruz lost the Evangelicals in S.C. is because he is a world class LIAR, and Evangelicals do not like liars!
1959;realli rock hard sc rubio cruz pumml glad jeb gone next liar;"""@gregusp61: You really rocked them hard in S.C. Rubio and Cruz were pummled. So glad Jeb is gone! Next no liar!"""
1960;floridian upset rubio promis elect vote trump;"""@1sonny12: @KSmith233035 @mitchellvii  FLORIDIANS ARE UPSET BECAUSE RUBIO DID NOT DO WHAT HE PROMISED ONCE HE WAS ELECTED! VOTE TRUMP"""
1961;hear ricket famili chicago cub secretli spend better care lot hide;I hear the Rickets family, who own the Chicago Cubs, are secretly spending $'s against me. They better be careful, they have a lot to hide!
1962;matter liar sleazebal say tennesse earli vote;"""@ScotMReed: No matter what liar sleazeball @rickwtyler says about @tedcruz in Tennessee. We have early voting and @realDonaldTrump has won."
1963;florida start earli vote march extend march absente ballot sent trump;"""@SandraR677582: @FLTrumpTeam Florida starts early voting on March 5 extending to March 15. Absentee ballots have been sent out! #Trump2016"""
1964;mani peopl say south carolina last debat show anger peopl countri angri;Many people are now saying I won South Carolina because of the last debate. I showed anger and the people of our country are very angry!
1965;thank endors bikersfortrump votetrumpnv video;Thank you for your endorsement @paulteutulsr! #BikersForTrump #VoteTrumpNV Video: URLi URLi
1966;import audit feder reserv yet ted cruz miss vote bill would allow done;It is so important to audit The Federal Reserve, and yet Ted Cruz missed the vote on the bill that would allow this to be done.
1967;wow ted cruz fals suggest marco rubio mock bibl forc fire commun director dirti trick;Wow, Ted Cruz falsely suggested Marco Rubio mocked the Bible and was just forced to fire his Communications Director. More dirty tricks!
1968;ted cruz play ad ridicul fals basi fact take ad ted biggest liar polit;Ted Cruz has been playing an ad about me that is so ridiculously false - no basis in fact. Take ad down Ted. Biggest liar in politics!
1969;ted cruz apolog marco rubio ben carson fraud dirti trick wonder lost evangel support;Ted Cruz has now apologized to Marco Rubio and Ben Carson for fraud and dirty tricks. No wonder he has lost Evangelical support!
1970;saw phoni ad cruz total fals dirti trick got caught mani lie man crazi;Just saw the phony ad by Cruz - totally false, more dirty tricks. He got caught in so many lies - is this man crazy?
1971;ted cruz disqualifi fraudul win iowa weak rnc republican leadership probabl wont let happen sad;Ted Cruz should be disqualified from his fraudulent win in Iowa. Weak RNC and Republican leadership probably won't let this happen! Sad.
1972;tonight la vega nevada timme enjoy hanniti trump;I will be on @seanhannity tonight- from Las Vegas, Nevada at TIMMEE. Enjoy! #Hannity #Trump2016 URLi
1973;rememb beauti safe place brussel w anymor differ world u must vigil smart;Do you all remember how beautiful and safe a place Brussels wss. Not anymore, it is from a different world! U.S. must be vigilant and smart!
1974;here trump aipac case anyon miss must watch;"""@MyPresidentme: Here's Trump #AIPAC2016 in case anyone missed it. It is a must watch. URLi"""
1975;interview timm;I will be interviewed on @foxandfriends at TIMME 
1976;interview timm;I will be interviewed on @TODAYshow at TIMME 
1977;rememb beauti safe place brussel anymor differ world u must vigil smart;Do you all remember how beautiful and safe a place Brussels was. Not anymore, it is from a different world! U.S. must be vigilant and smart!
1978;interview timm;I will be interviewed on @MariaBartiromo at TIMME  
1979;senrichard blumenth never fought vietnam said year major lienow misrepres judg gorsuch told;Sen.Richard Blumenthal, who never fought in Vietnam when he said for years he had (major lie),now misrepresents what Judge Gorsuch told him?
1980;chri cuomo interview sen blumenth never ask longterm lie brave servic vietnam fake news;"Chris Cuomo, in his interview with Sen. Blumenthal, never asked him about his long-term lie about his brave ""service"" in Vietnam. FAKE NEWS!"
1981;sen mccain talk success failur mission medium embolden enemi he lose;Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so....
1982;long doesnt know win anymor look mess countri bog conflict place hero;...long he doesn't know how to win anymore, just look at the mess our country is in - bogged down in conflict all over the place. Our hero..
1983;ryan die win mission accord gener matti failur time u get smart start win;"..Ryan died on a winning mission ( according to General Mattis), not a ""failure."" Time for the U.S. to get smart and start winning again!"
1984;trump pummel oppon press sunherald thank;"""@redletter99: Trump pummels his opponents - and the press | SunHerald @realDonaldTrump URLi""  Thank you!"
1985;interview morn enjoy;Will be interviewed by @MariaBartiromo on @FoxBusiness  this morning. Enjoy!
1986;interview chri wallac morn enjoy;I will be interviewed by Chris Wallace on @FoxNews this morning. Enjoy!
1987;interview morn enjoy;I will be interviewed by @chucktodd on @meetthepress  this morning. Enjoy!  @NBCNews
1988;yesterday iowa amaz two speech front two great sold crowd love candid selffund;Yesterday in Iowa was amazing - two speeches in front of two great sold out crowds. They love that I am the only candidate self-funding!
1989;poll easili beat hillari clinton havnt even focus yet way make america great;In the just out @FoxNews Poll, I easily beat Hillary Clinton - and I havn't even focused on her yet. On our way: MAKE AMERICA GREAT AGAIN!
1990;head reno nevada big ralli good poll numberd;Heading now for Reno, Nevada, for a big rally. Good poll numberd all over!
1991;rememb get time magazin cover take year read watch;Remember, get TIME magazine! I am on the cover. Take it out in 4 years and read it again! Just watch...
1992;plea announc union leader remov upcom debat;I am pleased to announce that I had the Union Leader removed from the upcoming debate. URLi
1993;phoenix va report wors shape ever wait horrend peopl die fix;The Phoenix V.A., it has just been reported, is in worse shape than ever before. The wait is horrendous, and people are dying. I will fix it
1994;crimin deport u lowest number mani year let crimin knowingli stay countri must chang;Criminal deportations in the U.S. are the lowest number in many years. We are letting criminals knowingly stay in our country. MUST CHANGE!
1995;makeamericagreatagain trump stori;#MakeAmericaGreatAgain #Trump2016  Story: URLi URLi
1996;new terror warn issu european cti point say enough get realli tough smart weak leader;A new terror warning was issued for European cties. At what point do we say we have had enough and get really tough and smart. Weak leaders!
1997;insur compani make lot money uninsur still largeobamacar failur sinc expens;"""@greta: If the insurance companies are making lots of money and the # of uninsured is still large,Obamacare is a failure since so expensive"
1998;hillari clinton announc let husband campaign he demonstr penchant sexism inappropri;Hillary Clinton has announced that she is letting her husband out to campaign but HE'S DEMONSTRATED A PENCHANT FOR SEXISM, so inappropriate!
1999;thank trump;Thank you! #Trump2016 URLi URLi
2000;far woman hillari keep countri safe someth abl dono strengthstamina;I will do far more for women than Hillary, and I will keep our country safe, something which she will not be able to do-no strength/stamina!
2001;make america great inprimari votetrump;MAKE AMERICA GREAT AGAIN! #INPrimary #VoteTrump URLi
2002;make america great inprimari votetrump;MAKE AMERICA GREAT AGAIN! #INPrimary #VoteTrump  URLi URLi
2003;make america great trump votetrump;MAKE AMERICA GREAT AGAIN!  #Trump2016 #VoteTrump URLi
2004;thank america trump;Thank you America! #Trump2016  URLi URLi
2005;poll close timm inprimari trump votetrump;Polls close at TIMME! #INPrimary #Trump2016 #VoteTrump  URLi
2006;make america great inprimari votetrump;MAKE AMERICA GREAT AGAIN! #INPrimary #VoteTrump  URLi
2007;wow lyin ted cruz realli went wacko today made sort crazi charg cant function pressur presidenti sad;Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!
2008;lyin ted cruz consist said must win indiana doesnt drop racestop wast time amp money;"Lyin' Ted Cruz consistently said that he will, and must, win Indiana. If he doesn't he should drop out of the race-stop wasting time &amp; money"
2009;thank indiana trump makeamericagreatagain;Thank you Indiana! #Trump2016 #MakeAmericaGreatAgain URLi
2010;thank indiana project winner everi categori special peoplei never forget;Thank you Indiana, we were just projected to be the winner. We have won in every category. You are very special people-I will never forget!
2011;tune sitdown interview republican frontrunn;"""@FaceTheNation: Tune in for our sit-down interview with Republican frontrunner @realDonaldTrump! URLi"""
2012;chri wallac morn enjoy;I will be on @FoxNewsSunday with Chris Wallace this morning. Enjoy!
2013;review weekbut major show cuz would rate medium joke;"""@Wheels155:@CNN is reviewing the week,but majority of the show about @realDonaldTrump cuz there would be 0.0 ratings if not. Media's a JOKE"
2014;wisconsin vote smart record r seal hide save america w;"""@Margee11: #WISCONSIN VOTE SMART @tedcruz RECORDS R SEALED.. WHAT IS HE HIDING? SAVE AMERICA W/ @realDonaldTrump URLi"""
2015;makeamericagreatagain trump deal;"""@007cigarjoe: #MakeAmericaGreatAgain #Trump2016 @realDonaldTrump IS THE ONLY DEAL !!! URLi"""
2016;thank trump wiprimari;Thank you! #Trump2016 #WIPrimary URLi
2017;dont care game care peopl that exactli peopl love much trump;"""@GOPjenna: ""I don't care about the game, I care about the PEOPLE."" And that's exactly why WE THE PEOPLE love you so much! #Trump2016"""
2018;thank new york pennsylvania makeamericagreatagain trump;Thank you New York, and Pennsylvania!  #MakeAmericaGreatAgain #Trump2016 URLi
